"x","y","z","ROI","SystemLabel","SystemName","Color","r","g","b","Anatomy","Lobe"
18.696834564209,34.098560333252,-40.6903686523438,183,14,"Uncertain","Peach",238,203,173,"Cerebellum Exterior","Cerebellum"
-14.9446601867676,34.9830780029297,-48.0827102661133,184,14,"Uncertain","Peach",238,203,173,"Cerebellum Exterior","Cerebellum"
-30.2049388885498,23.419361114502,-44.6555633544922,185,14,"Uncertain","Peach",238,203,173,"Cerebellum White Matter","Cerebellum"
-42.3306922912598,-32.2474098205566,27.6314220428467,186,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Precentral Gyrus","Frontal"
39.0821418762207,-25.1293716430664,26.9370613098145,187,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Middle Frontal Gyrus","Frontal"
37.1427917480469,-58.9248847961426,27.418794631958,188,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Middle Frontal Gyrus","Frontal"
-32.3123893737793,-64.501220703125,25.4356327056885,189,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Cerebral White Matter",NA
-44.5813446044922,17.4146614074707,24.4272480010986,190,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Supramarginal Gyrus","Parietal"
25.8507595062256,32.9634208679199,23.7104301452637,191,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Cerebral White Matter",NA
-39.4000778198242,27.5295104980469,22.855993270874,192,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Angular Gyrus","Parietal"
-27.8178215026855,-28.5785598754883,50.1100692749023,193,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Middle Frontal Gyrus","Frontal"
-30.8307857513428,38.0485458374023,12.672327041626,194,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Cerebral White Matter",NA
40.8614654541016,31.4850120544434,19.5146884918213,195,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Cerebral White Matter",NA
-36.9743385314941,-36.4194183349609,35.6303482055664,196,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Cerebral White Matter",NA
31.3088760375977,-79.9341278076172,19.1605014801025,197,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Cerebral White Matter",NA
37.2490997314453,-71.8097915649414,11.5585832595825,198,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Triangular Part Of The Inferior Frontal Gyrus","Frontal"
-28.135721206665,26.3794021606445,20.5999336242676,199,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Superior Parietal Lobule","Parietal"
-39.4802398681641,-73.8197631835938,15.8073720932007,200,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Middle Frontal Gyrus","Frontal"
37.8578796386719,-45.2813491821289,29.560962677002,201,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Cerebral White Matter",NA
5.39088106155396,-43.3139381408691,44.5097961425781,202,8,"Fronto-parietal Task Control","Yellow",238,238,0,"Supplementary Motor Cortex","Frontal"
-10.6218004226685,17.1017761230469,29.2351779937744,203,9,"Salience","Black",0,0,0,"Precuneus","Parietal"
